Date,Close,Change,Change (%),Open,High,Low,Volume
Aug 25 2023,"26,035.37",-142.54,-0.54%,"26,171.54","26,294.53","25,750.00","13,929.00"
Aug 24 2023,"26,177.91",-268.06,-1.01%,"26,433.39","26,567.38","25,850.00","12,703.00"
Aug 23 2023,"26,445.97",457.15,1.76%,"26,053.69","26,818.28","25,796.47","19,947.00"
Aug 22 2023,"25,988.82",-131.73,-0.50%,"26,136.24","26,137.99","25,350.00","15,311.00"
Aug 21 2023,"26,120.55",-54.52,-0.21%,"26,177.93","26,260.25","25,814.00","11,341.00"
Aug 20 2023,"26,175.07",82.95,0.32%,"26,081.53","26,296.78","25,975.01","5,479.00"
Aug 19 2023,"26,092.12",39.05,0.15%,"26,054.24","26,269.11","25,793.11","8,276.00"
Aug 18 2023,"26,053.07",-594.53,-2.23%,"26,627.96","26,834.37","25,610.00","26,181.00"
Aug 17 2023,"26,647.60","-2,092.05",-7.28%,"28,700.00","28,751.84","25,234.76","35,467.00"
Aug 16 2023,"28,739.65",-429.99,-1.47%,"29,172.69","29,231.92","28,705.00","12,319.00"
Aug 15 2023,"29,169.64",-242.32,-0.82%,"29,397.85","29,464.62","29,046.58","7,772.00"
Aug 14 2023,"29,411.96",132.12,0.45%,"29,269.11","29,665.27","29,072.96","8,873.00"
Aug 13 2023,"29,279.84",-134.61,-0.46%,"29,416.68","29,447.60","29,247.15","2,869.00"
Aug 12 2023,"29,414.45",15.76,0.05%,"29,397.86","29,477.31","29,349.98","2,551.00"
Aug 11 2023,"29,398.69",-24.14,-0.08%,"29,419.19","29,534.14","29,213.59","7,534.00"
Aug 10 2023,"29,422.83",-149.15,-0.50%,"29,548.98","29,709.38","29,306.00","9,241.00"
Aug 09 2023,"29,571.98",-208.89,-0.70%,"29,785.69","30,128.88","29,344.16","11,649.00"
Aug 08 2023,"29,780.87",599.09,2.05%,"29,184.74","30,222.00","29,104.65","20,419.00"
Aug 07 2023,"29,181.78",134.69,0.46%,"29,042.09","29,246.00","28,660.53","13,546.00"
Aug 06 2023,"29,047.09",-4.60,-0.02%,"29,040.48","29,163.24","28,955.00","3,257.00"
Aug 05 2023,"29,051.69",-22.98,-0.08%,"29,073.83","29,111.87","28,946.17","3,127.00"
Aug 04 2023,"29,074.67",-120.89,-0.41%,"29,193.68","29,312.28","28,747.10","9,496.00"
Aug 03 2023,"29,195.56",36.44,0.12%,"29,161.94","29,399.97","28,938.93","11,713.00"
Aug 02 2023,"29,159.12",-296.86,-1.01%,"29,737.82","30,033.00","28,903.79","21,934.00"
Aug 01 2023,"29,455.98",218.70,0.75%,"29,225.64","29,495.00","28,477.00","20,288.00"
Jul 31 2023,"29,237.28",-30.39,-0.10%,"29,283.17","29,526.99","29,102.65","9,895.00"
Jul 30 2023,"29,267.67",-94.18,-0.32%,"29,353.98","29,450.00","29,033.00","5,220.00"
Jul 29 2023,"29,361.85",47.18,0.16%,"29,302.07","29,411.09","29,253.44","3,790.00"
Jul 28 2023,"29,314.67",111.52,0.38%,"29,211.46","29,532.45","29,115.32","9,171.00"
Jul 27 2023,"29,203.15",-133.86,-0.46%,"29,341.33","29,571.42","29,075.00","9,625.00"
Jul 26 2023,"29,337.01",104.89,0.36%,"29,215.70","29,686.41","29,089.54","12,687.00"
Jul 25 2023,"29,232.12",57.86,0.20%,"29,172.28","29,376.51","29,046.00","9,186.00"
Jul 24 2023,"29,174.26",-898.83,-2.99%,"30,092.86","30,099.99","28,850.00","17,139.00"
Jul 23 2023,"30,073.09",345.17,1.16%,"29,788.31","30,350.70","29,733.55","5,856.00"
Jul 22 2023,"29,727.92",-198.11,-0.66%,"29,912.25","30,002.38","29,626.86","4,563.00"
Jul 21 2023,"29,926.03",112.77,0.38%,"29,808.02","30,060.28","29,729.48","9,738.00"
Jul 20 2023,"29,813.26",-93.80,-0.31%,"29,915.56","30,421.29","29,564.19","14,165.00"
Jul 19 2023,"29,907.06",70.83,0.24%,"29,863.24","30,196.24","29,757.44","11,561.00"
Jul 18 2023,"29,836.23",-313.77,-1.04%,"30,141.52","30,249.30","29,525.00","14,062.00"
Jul 17 2023,"30,150.00",-111.92,-0.37%,"30,243.00","30,345.45","29,668.58","13,049.00"
Jul 16 2023,"30,261.92",-29.66,-0.10%,"30,300.01","30,457.03","30,081.72","5,511.00"
Jul 15 2023,"30,291.58",3.04,0.01%,"30,316.73","30,406.27","30,254.67","3,430.00"
Jul 14 2023,"30,288.54","-1,159.68",-3.69%,"31,473.09","31,645.66","29,939.51","22,222.00"
Jul 13 2023,"31,448.22","1,045.44",3.44%,"30,388.42","31,862.21","30,250.73","30,256.00"
Jul 12 2023,"30,402.78",-203.84,-0.67%,"30,628.29","31,000.00","30,200.00","18,125.00"
Jul 11 2023,"30,606.62",224.58,0.74%,"30,416.66","30,811.65","30,304.45","13,061.00"
Jul 10 2023,"30,382.04",225.78,0.75%,"30,151.32","31,055.75","29,955.00","14,734.00"
Jul 09 2023,"30,156.26",-97.89,-0.32%,"30,304.24","30,451.78","30,066.95","4,910.00"
Jul 08 2023,"30,254.15",-63.28,-0.21%,"30,332.33","30,388.91","30,050.00","4,850.00"
Jul 07 2023,"30,317.43",337.38,1.13%,"29,783.07","30,456.00","29,715.87","14,227.00"
Jul 06 2023,"29,980.05",-523.30,-1.72%,"30,482.65","31,525.10","29,850.00","22,788.00"
Jul 05 2023,"30,503.35",-296.69,-0.96%,"30,797.96","30,882.95","30,189.56","11,763.00"
Jul 04 2023,"30,800.04",-334.90,-1.08%,"31,141.11","31,333.00","30,628.30","9,322.00"
Jul 03 2023,"31,134.94",565.19,1.85%,"30,621.13","31,399.08","30,569.00","14,966.00"
Jul 02 2023,"30,569.75",-6.57,-0.02%,"30,589.47","30,791.75","30,239.41","6,256.00"
Jul 01 2023,"30,576.32",113.94,0.37%,"30,478.67","30,659.33","30,312.80","5,225.00"
Jun 30 2023,"30,462.38",-1.97,-0.01%,"30,446.87","31,277.00","29,655.29","30,526.00"
Jun 30 2023,"30,462.38",-1.97,-0.01%,"30,446.87","31,277.00","29,655.29","30,526.00"
Jun 29 2023,"30,464.35",359.66,1.19%,"30,087.21","30,838.00","30,036.18","15,861.00"
Jun 28 2023,"30,104.69",-556.69,-1.82%,"30,675.00","30,686.53","29,863.07","13,436.00"
Jun 27 2023,"30,661.38",373.72,1.23%,"30,271.13","31,020.54","30,228.44","16,411.00"
Jun 26 2023,"30,287.66",-192.31,-0.63%,"30,467.37","30,662.66","29,900.00","16,348.00"
Jun 25 2023,"30,479.97",-32.48,-0.11%,"30,549.70","31,057.86","30,288.33","9,237.00"
Jun 24 2023,"30,512.45",-108.58,-0.35%,"30,674.66","30,815.92","30,265.88","9,509.00"
Jun 23 2023,"30,621.03",662.17,2.21%,"29,922.46","31,443.67","29,802.65","30,600.00"
Jun 22 2023,"29,958.86",-112.85,-0.38%,"29,975.84","30,513.25","29,611.44","26,238.00"
Jun 21 2023,"30,071.71","1,722.31",6.08%,"28,290.71","30,777.23","28,271.67","40,043.00"
Jun 20 2023,"28,349.40","1,579.47",5.90%,"26,805.70","28,367.31","26,637.41","36,185.00"
Jun 19 2023,"26,769.93",424.97,1.61%,"26,358.00","27,040.64","26,250.00","19,034.00"
Jun 18 2023,"26,344.96",-176.57,-0.67%,"26,509.38","26,693.11","26,245.27","7,201.00"
Jun 17 2023,"26,521.53",197.94,0.75%,"26,325.46","26,770.56","26,165.98","9,548.00"
Jun 16 2023,"26,323.59",761.30,2.98%,"25,513.71","26,486.56","25,143.24","21,799.00"
Jun 15 2023,"25,562.29",430.23,1.71%,"25,092.43","25,749.99","24,750.00","24,738.00"
Jun 14 2023,"25,132.06",-755.20,-2.92%,"25,929.29","26,090.00","24,821.00","18,508.00"
Jun 13 2023,"25,887.26",-7.97,-0.03%,"25,898.82","26,422.61","25,710.78","18,198.00"
Jun 12 2023,"25,895.23",-2.81,-0.01%,"25,930.27","26,108.64","25,616.98","13,587.00"
Jun 11 2023,"25,898.04",37.92,0.15%,"25,859.22","26,219.10","25,648.00","10,717.00"
Jun 10 2023,"25,860.12",-609.15,-2.30%,"26,485.69","26,534.95","25,407.50","21,781.00"
Jun 09 2023,"26,469.27",-59.71,-0.23%,"26,518.15","26,780.40","26,283.50","13,168.00"
Jun 08 2023,"26,528.98",174.47,0.66%,"26,351.36","26,820.30","26,212.63","11,750.00"
Jun 07 2023,"26,354.51",-844.44,-3.10%,"27,194.46","27,402.79","26,121.06","22,446.00"
Jun 06 2023,"27,198.95","1,419.08",5.50%,"25,736.25","27,368.67","25,383.78","26,190.00"
Jun 05 2023,"25,779.87","-1,333.50",-4.92%,"27,092.72","27,137.75","25,391.43","22,344.00"
Jun 04 2023,"27,113.37",27.89,0.10%,"27,061.26","27,466.83","26,958.98","5,607.00"
Jun 03 2023,"27,085.48",-166.93,-0.61%,"27,230.99","27,341.13","26,923.35","5,277.00"
Jun 02 2023,"27,252.41",440.47,1.64%,"26,816.04","27,307.44","26,545.17","15,779.00"
Jun 01 2023,"26,811.94",-434.67,-1.60%,"27,247.70","27,360.31","26,615.00","16,051.00"
May 31 2023,"27,246.61",-468.01,-1.69%,"27,706.89","27,844.89","26,842.94","19,524.00"
May 30 2023,"27,714.62",-56.62,-0.20%,"27,759.39","28,057.23","27,555.00","16,229.00"
May 29 2023,"27,771.24",-354.52,-1.26%,"28,120.40","28,473.93","27,534.81","14,114.00"
May 28 2023,"28,125.76","1,269.89",4.73%,"26,857.16","28,277.56","26,780.11","14,189.00"
May 27 2023,"26,855.87",135.45,0.51%,"26,703.19","26,943.60","26,559.96","5,264.00"
May 26 2023,"26,720.42",246.09,0.93%,"26,485.11","26,950.00","26,334.33","13,858.00"
May 25 2023,"26,474.33",120.00,0.46%,"26,348.36","26,625.93","25,864.35","15,546.00"
May 24 2023,"26,354.33",-868.14,-3.19%,"27,219.92","27,225.00","26,070.04","26,170.00"
May 23 2023,"27,222.47",367.19,1.37%,"26,854.98","27,500.00","26,803.46","15,020.00"
May 22 2023,"26,855.28",72.39,0.27%,"26,762.04","27,105.63","26,536.99","11,247.00"
May 21 2023,"26,782.89",-328.66,-1.21%,"26,907.02","26,933.65","26,667.63","2,028.00"
May 20 2023,"27,111.55",218.95,0.81%,"26,893.09","27,178.99","26,836.21","4,572.00"
May 19 2023,"26,892.60",32.91,0.12%,"26,824.66","27,139.10","26,727.96","9,764.00"
May 18 2023,"26,859.69",-561.19,-2.05%,"27,389.22","27,487.71","26,361.52","17,451.00"
May 17 2023,"27,420.88",383.67,1.42%,"27,028.00","27,516.58","26,543.87","19,076.00"
May 16 2023,"27,037.21",-152.76,-0.56%,"27,164.31","27,302.99","26,860.12","14,744.00"
May 15 2023,"27,189.97",281.70,1.05%,"26,935.30","27,678.73","26,749.44","15,834.00"
May 14 2023,"26,908.27",115.65,0.43%,"26,802.22","27,221.51","26,581.52","6,658.00"
May 13 2023,"26,792.62",20.00,0.07%,"26,791.42","27,060.24","26,700.00","7,291.00"
May 12 2023,"26,772.62",-261.66,-0.97%,"26,993.12","27,099.21","25,810.00","26,724.00"
May 11 2023,"27,034.28",-590.74,-2.14%,"27,623.50","27,649.85","26,702.00","16,902.00"
May 10 2023,"27,625.02",-36.12,-0.13%,"27,646.61","28,334.75","26,819.10","22,306.00"
May 09 2023,"27,661.14",-12.33,-0.04%,"27,686.69","27,833.64","27,367.01","13,121.00"
May 08 2023,"27,673.47",-930.88,-3.25%,"28,448.49","28,676.38","27,279.66","20,577.00"
May 07 2023,"28,604.35",-271.06,-0.94%,"28,908.60","29,189.71","28,570.00","8,014.00"
May 06 2023,"28,875.41",-641.77,-2.17%,"29,538.07","29,850.00","28,394.00","12,336.00"
May 05 2023,"29,517.18",666.33,2.31%,"28,857.49","29,706.57","28,810.00","19,565.00"
May 04 2023,"28,850.85",-122.72,-0.42%,"29,069.66","29,383.50","28,674.58","13,663.00"
May 03 2023,"28,973.57",315.06,1.10%,"28,659.04","29,276.12","28,122.00","19,034.00"
May 02 2023,"28,658.51",548.75,1.95%,"28,009.82","28,899.99","27,871.44","17,639.00"
May 01 2023,"28,109.76","-1,225.93",-4.18%,"29,255.46","29,348.60","27,664.31","23,584.00"
May 01 2023,"28,109.76","-1,225.93",-4.18%,"29,255.46","29,348.60","27,664.31","23,584.00"
Apr 30 2023,"29,335.69",111.32,0.38%,"29,242.05","29,969.99","29,095.92","11,294.00"
Apr 29 2023,"29,224.37",-120.42,-0.41%,"29,348.48","29,470.00","29,061.55","7,125.00"
Apr 28 2023,"29,344.79",-102.75,-0.35%,"29,468.23","29,606.45","28,900.00","18,434.00"
Apr 27 2023,"29,447.54","1,062.43",3.74%,"28,439.01","29,900.00","28,391.59","32,296.00"
Apr 26 2023,"28,385.11",33.06,0.12%,"28,284.33","30,050.66","27,230.77","40,177.00"
Apr 25 2023,"28,352.05",853.92,3.11%,"27,513.23","28,400.00","27,194.51","16,523.00"
Apr 24 2023,"27,498.13",-77.67,-0.28%,"27,584.01","28,052.70","26,965.14","17,019.00"
Apr 23 2023,"27,575.80",-240.42,-0.86%,"27,804.06","27,817.80","27,333.20","8,231.00"
Apr 22 2023,"27,816.22",559.15,2.05%,"27,261.18","27,887.78","27,133.00","10,129.00"
Apr 21 2023,"27,257.07",-996.68,-3.53%,"28,270.30","28,371.88","27,133.00","23,276.00"
Apr 20 2023,"28,253.75",-565.99,-1.96%,"28,810.25","29,102.69","27,991.32","21,534.00"
Apr 19 2023,"28,819.74","-1,550.63",-5.11%,"30,365.74","30,430.72","28,602.49","26,582.00"
Apr 18 2023,"30,370.37",910.57,3.09%,"29,445.57","30,500.00","29,103.89","18,509.00"
Apr 17 2023,"29,459.80",-830.96,-2.74%,"30,322.50","30,340.21","29,251.71","17,396.00"
Apr 16 2023,"30,290.76",-27.02,-0.09%,"30,319.88","30,572.10","30,148.28","8,101.00"
Apr 15 2023,"30,317.78",-140.81,-0.46%,"30,478.96","30,622.38","30,231.76","7,422.00"
Apr 14 2023,"30,458.59",79.51,0.26%,"30,422.06","31,050.00","30,000.00","25,591.00"
Apr 13 2023,"30,379.08",456.72,1.53%,"29,921.55","30,627.05","29,878.08","17,134.00"
Apr 12 2023,"29,922.36",-346.05,-1.14%,"30,260.59","30,517.00","29,675.00","20,183.00"
Apr 11 2023,"30,268.41",575.16,1.94%,"29,666.76","30,584.58","29,612.30","25,559.00"
Apr 10 2023,"29,693.25","1,347.61",4.75%,"28,424.00","29,794.47","28,162.49","21,824.00"
Apr 09 2023,"28,345.64",383.64,1.37%,"27,950.09","28,547.67","27,814.00","8,269.00"
Apr 08 2023,"27,962.00",22.96,0.08%,"27,930.24","28,175.89","27,881.01","5,045.00"
Apr 07 2023,"27,939.04",-103.88,-0.37%,"28,050.47","28,120.71","27,790.21","7,477.00"
Apr 06 2023,"28,042.92",-153.34,-0.54%,"28,162.78","28,199.11","27,716.77","13,427.00"
Apr 05 2023,"28,196.26",54.19,0.19%,"28,169.59","28,799.99","27,817.32","19,363.00"
Apr 04 2023,"28,142.07",298.48,1.07%,"27,782.62","28,446.02","27,670.24","16,639.00"
Apr 03 2023,"27,843.59",-345.95,-1.23%,"28,176.00","28,525.00","27,227.61","19,783.00"
Apr 02 2023,"28,189.54",-303.61,-1.07%,"28,475.55","28,544.21","27,862.69","8,903.00"
Apr 01 2023,"28,493.15",-16.86,-0.06%,"28,462.72","28,826.45","28,223.76","9,634.00"
Mar 31 2023,"28,510.01",494.51,1.77%,"28,072.69","28,650.20","27,512.97","25,037.00"
Mar 30 2023,"28,015.50",-380.20,-1.34%,"28,376.64","29,190.04","27,693.70","27,320.00"
Mar 29 2023,"28,395.70","1,104.16",4.05%,"27,291.81","28,654.06","27,255.42","23,835.00"
Mar 28 2023,"27,291.54",117.99,0.43%,"27,265.00","27,519.99","26,640.00","44,487.00"
Mar 27 2023,"27,173.55",-833.34,-2.98%,"28,005.18","28,053.26","26,525.00","22,805.00"
Mar 26 2023,"28,006.89",507.72,1.85%,"27,506.39","28,230.32","27,445.04","13,186.00"
Mar 25 2023,"27,499.17",54.15,0.20%,"27,493.23","27,818.67","27,184.78","10,590.00"
Mar 24 2023,"27,445.02",-919.86,-3.24%,"28,381.26","28,433.34","27,027.88","28,228.00"
Mar 23 2023,"28,364.88","1,025.85",3.75%,"27,328.17","28,839.68","27,189.19","34,514.00"
Mar 22 2023,"27,339.03",-852.90,-3.03%,"28,203.53","28,937.73","26,679.50","39,375.00"
Mar 21 2023,"28,191.93",388.63,1.40%,"27,828.70","28,605.32","27,414.77","23,733.00"
Mar 20 2023,"27,803.30",-372.89,-1.32%,"28,094.59","28,590.00","27,218.36","31,711.00"
Mar 19 2023,"28,176.19","1,216.29",4.51%,"27,033.45","28,478.00","26,904.00","24,326.00"
Mar 18 2023,"26,959.90",-426.13,-1.56%,"27,444.08","27,780.00","26,652.45","25,984.00"
Mar 17 2023,"27,386.03","2,336.88",9.33%,"25,024.17","27,834.54","24,946.86","54,057.00"
Mar 16 2023,"25,049.15",644.11,2.64%,"24,384.66","25,235.28","24,207.54","28,590.00"
Mar 15 2023,"24,405.04",-374.53,-1.51%,"24,775.86","25,300.00","23,931.01","38,188.00"
Mar 14 2023,"24,779.57",603.89,2.50%,"24,210.89","26,553.90","24,071.36","55,892.00"
Mar 13 2023,"24,175.68","2,158.12",9.80%,"22,251.38","24,535.68","21,882.63","46,281.00"
Mar 12 2023,"22,017.56","1,446.88",7.03%,"20,607.65","22,276.69","20,446.24","27,588.00"
Mar 11 2023,"20,570.68",285.23,1.41%,"20,243.66","20,964.50","19,900.50","30,377.00"
Mar 10 2023,"20,285.45",-55.32,-0.27%,"20,349.56","20,353.19","19,568.52","40,789.00"
Mar 09 2023,"20,340.77","-1,376.16",-6.34%,"21,707.01","21,825.53","20,113.14","27,296.00"
Mar 08 2023,"21,716.93",-468.45,-2.11%,"22,224.31","22,281.55","21,580.84","16,422.00"
Mar 07 2023,"22,185.38",-213.73,-0.95%,"22,415.89","22,557.03","21,934.47","11,340.00"
Mar 06 2023,"22,399.11",-12.75,-0.06%,"22,435.87","22,599.99","22,263.00","21,854.00"
Mar 05 2023,"22,411.86",76.36,0.34%,"22,344.60","22,654.64","22,195.13","7,278.00"
Mar 04 2023,"22,335.50",-19.37,-0.09%,"22,342.42","22,409.82","22,168.50","3,643.00"
Mar 03 2023,"22,354.87","-1,105.79",-4.71%,"23,469.10","23,477.28","21,988.02","25,728.00"
Mar 02 2023,"23,460.66",-208.78,-0.88%,"23,631.70","23,798.62","23,196.09","12,693.00"
Mar 02 2023,"23,460.66",-208.78,-0.88%,"23,631.70","23,798.62","23,196.09","12,693.00"
Mar 01 2023,"23,669.44",530.84,2.29%,"23,162.58","23,999.99","23,025.17","15,180.00"
Feb 28 2023,"23,138.60",-370.03,-1.57%,"23,497.48","23,597.98","23,027.24","12,825.00"
Feb 27 2023,"23,508.63",-39.39,-0.17%,"23,540.73","23,895.51","23,109.06","14,114.00"
Feb 26 2023,"23,548.02",390.04,1.68%,"23,152.99","23,689.77","23,052.78","9,317.00"
Feb 25 2023,"23,157.98",-26.77,-0.12%,"23,186.18","23,220.56","22,801.67","8,201.00"
Feb 24 2023,"23,184.75",-745.22,-3.11%,"23,929.12","24,132.67","22,520.00","24,602.00"
Feb 23 2023,"23,929.97",-230.86,-0.96%,"24,203.40","24,600.95","23,612.59","22,231.00"
Feb 22 2023,"24,160.83",-237.52,-0.97%,"24,445.86","24,480.00","23,581.64","22,662.00"
Feb 21 2023,"24,398.35",-397.12,-1.60%,"24,831.55","25,288.88","24,154.32","22,748.00"
Feb 20 2023,"24,795.47",430.96,1.77%,"24,329.83","25,128.11","23,845.45","18,202.00"
Feb 19 2023,"24,364.51",-264.91,-1.08%,"24,635.17","25,189.13","24,262.31","12,813.00"
Feb 18 2023,"24,629.42",45.95,0.19%,"24,557.31","24,879.33","24,407.67","8,094.00"
Feb 17 2023,"24,583.47",923.33,3.90%,"23,420.08","25,025.00","23,344.12","29,514.00"
Feb 16 2023,"23,660.14",-642.56,-2.64%,"24,306.68","25,256.83","23,629.28","35,680.00"
Feb 15 2023,"24,302.70","2,080.84",9.36%,"22,164.82","24,386.50","22,054.17","28,643.00"
Feb 14 2023,"22,221.86",411.84,1.89%,"21,798.46","22,331.76","21,545.67","18,165.00"
Feb 13 2023,"21,810.02",47.79,0.22%,"21,791.72","21,903.03","21,366.45","16,682.00"
Feb 12 2023,"21,762.23",-109.68,-0.50%,"21,879.33","22,091.88","21,639.11","8,541.00"
Feb 11 2023,"21,871.91",243.96,1.13%,"21,632.85","21,904.00","21,605.35","6,721.00"
Feb 10 2023,"21,627.95",-206.99,-0.95%,"21,799.50","21,942.41","21,467.43","16,071.00"
Feb 09 2023,"21,834.94","-1,102.89",-4.81%,"22,974.22","23,011.18","21,717.60","23,569.00"
Feb 08 2023,"22,937.83",-335.88,-1.44%,"23,267.98","23,451.01","22,669.09","10,905.00"
Feb 07 2023,"23,273.71",491.70,2.16%,"22,768.80","23,348.73","22,753.47","14,017.00"
